"Symbol: ZSY00",,,,,,,"Study: BBANDS (20, 2, 0, ...)",,,"Study: BBANDS (20, 2, 0, ...)",,,"Study: MA (20, Close, 0)","Study: MA (55, Close, 0)","Study: MA (200, Close, 0)","Study: TCHRE (100, Long, 5, ...)","Study: VOL (LikeMain)",,"Study: DOSC (14, 5, 3, ...)",
"Date Time","Symbol","Open","High","Low","Close","Change","Bollinger-Upper","Bollinger-Mid","Bollinger-Lower","Bollinger-Upper","Bollinger-Mid","Bollinger-Lower","MA-Simple","MA-Simple","MA-Simple","TurtleChnRetrace","Volume","Open Interest","Derivative Oscillator","Derivative Oscillator Signal"
1984-06-01,ZSY00,814,814,711.5,742.5,-92.5,918.6977293671089,702.9,487.1022706328911,918.6977293671089,702.9,487.1022706328911,702.9,678.0227272727273,,1041.25,120442,99004,-1.37527254421515,3.8117505007860086
1984-07-01,ZSY00,721,721,613.5,617,-125.5,914.9746157752718,705.95,496.9253842247283,914.9746157752718,705.95,496.9253842247283,705.95,678.0363636363636,,1041.25,101216,72062,-3.558564847062655,2.264630748971671
1984-08-01,ZSY00,624.5,679,613.5,627,10,909.9455294206142,709.75,509.5544705793858,909.9455294206142,709.75,509.5544705793858,709.75,677.6545454545454,,1041.25,70348,57347,-5.372252142539736,0.6467172535735446
1984-09-01,ZSY00,615.5,628,550,587,-40,909.0781175079389,710.3,511.52188249206097,909.0781175079389,710.3,511.52188249206097,710.3,676.959090909091,,1041.25,52742,54198,-6.821144313185549,-0.9843935979337554
1984-10-01,ZSY00,577.5,628.5,571,617.5,30.5,903.2342630043466,713.8,524.3657369956533,903.2342630043466,713.8,524.3657369956533,713.8,677.8772727272727,,1041.25,64157,65234,-7.272168519741392,-2.3749687746594685
1984-11-01,ZSY00,626.5,626.5,580.5,600,-17.5,904.0192493238924,713.175,522.3307506761075,904.0192493238924,713.175,522.3307506761075,713.175,678.1204545454545,,1041.25,65270,70713,-7.288792289832976,-3.4992157866991707
1984-12-01,ZSY00,604,604,571,571.5,-28.5,907.7641072945544,710.275,512.7858927054456,907.7641072945544,710.275,512.7858927054456,710.275,677.5863636363637,,1041.25,49265,71202,-7.1834134210462395,-4.415711778997221
1985-01-01,ZSY00,567,601.5,559.5,593.5,22,907.8318002372389,710.225,512.6181997627612,907.8318002372389,710.225,512.6181997627612,710.225,676.4863636363636,,1041.25,60273,69628,-6.430859337300184,-5.088431659164491
1985-02-01,ZSY00,599.5,599.5,562.5,567.5,-26,909.9957431814057,708.85,507.70425681859433,909.9957431814057,708.85,507.70425681859433,708.85,673.1931818181819,,1041.25,57881,72947,-5.540848238758713,-5.649257294853622
1985-03-01,ZSY00,572,602.5,572,595.5,28,911.5824122008689,704.825,498.06758779913116,911.5824122008689,704.825,498.06758779913116,704.825,670.0227272727273,,1041.25,50602,65490,-4.101408599720564,-5.95216130102089
1985-04-01,ZSY00,591.5,605.5,587.5,587.5,-8,888.1100921238902,690.55,492.98990787610967,888.1100921238902,690.55,492.98990787610967,690.55,666.6681818181818,,1041.25,51837,63522,-2.835204120726395,-5.871787886983528
1985-05-01,ZSY00,589.5,589.5,560,563.5,-24,866.8887026284763,676.225,485.5612973715238,866.8887026284763,676.225,485.5612973715238,676.225,661.2590909090909,,1041.25,50287,61276,-2.1302817886317627,-5.51156895877153
1985-06-01,ZSY00,560,582,557,557,-6.5,852.2074294589006,663.975,475.74257054109944,852.2074294589006,663.975,475.74257054109944,663.975,655.15,,1041.25,66187,65969,-1.8125209773920545,-4.955055254794476
1985-07-01,ZSY00,547.5,567,514.5,514.5,-42.5,841.4775281467342,650.625,459.77247185326576,841.4775281467342,650.625,459.77247185326576,650.625,650.4886363636364,,1041.25,68712,62883,-2.143888966238123,-4.385246415516335
1985-08-01,ZSY00,518,522,503.5,509,-5.5,821.3012654776483,635.6,449.8987345223518,821.3012654776483,635.6,449.8987345223518,635.6,647.1386363636364,,1022.625,46923,64862,-2.5975015725563324,-3.8639918913744853
1985-09-01,ZSY00,501.5,513,492,492,-17,814.9154157170874,623.95,432.9845842829127,814.9154157170874,623.95,432.9845842829127,623.95,642.9022727272727,,959,50495,63182,-3.150708057976182,-3.4159135177000346
1985-10-01,ZSY00,491.5,502,479.5,502,10,800.0640969807109,611.475,422.88590301928906,800.0640969807109,611.475,422.88590301928906,611.475,638.0363636363636,,920.5,56766,70783,-3.2737671314636785,-3.065125494829312
1985-11-01,ZSY00,504,520,480.5,495,-7,775.3856896610948,597.2,419.01431033890526,775.3856896610948,597.2,419.01431033890526,597.2,632.9522727272728,,920.5,77808,75111,-3.2511914567485576,-2.810719185717072
1985-12-01,ZSY00,490.5,528,490.5,523,28,747.0668231601088,584.875,422.6831768398912,747.0668231601088,584.875,422.6831768398912,584.875,628.8272727272728,,920.5,61195,73441,-2.3730899308856266,-2.6186837780687457
1986-01-01,ZSY00,526.5,537.5,512,528.5,5.5,685.6959857248626,569.55,453.40401427513734,685.6959857248626,569.55,453.40401427513734,569.55,626.1340909090909,,920.5,67124,75435,-1.1774248495290678,-2.4344860812690428
1986-02-01,ZSY00,524,533.5,516,527,-1.5,644.8287477394215,558.775,472.7212522605784,644.8287477394215,558.775,472.7212522605784,558.775,622.5295454545454,,920.5,52303,75075,-0.10609542123724935,-2.2095764848918744
1986-03-01,ZSY00,523,534.5,523,533,6,636.9735891869516,554.575,472.17641081304856,636.9735891869516,554.575,472.17641081304856,554.575,620.3909090909091,,920.5,48696,74855,0.8913032708668496,-1.909151568418663
1986-04-01,ZSY00,535,537.5,516.5,537.5,4.5,625.7218222472852,550.1,474.4781777527148,625.7218222472852,550.1,474.4781777527148,550.1,618.8363636363637,,920.5,57738,76464,1.723588817502872,-1.4794318146696637
1986-05-01,ZSY00,525,530.5,521.5,521.5,-16,621.4375157061469,546.825,472.21248429385327,621.4375157061469,546.825,472.21248429385327,546.825,616.9068181818182,,920.5,48496,68547,1.9029386362078071,-0.9793829025847592
1986-06-01,ZSY00,522.5,531,505,505,-16.5,610.4195059213803,541.2,471.98049407861976,610.4195059213803,541.2,471.98049407861976,541.2,614.5863636363637,,920.5,41891,66753,1.393479282182028,-0.4744731981227359
1986-07-01,ZSY00,501.5,528.5,501.5,511.5,6.5,601.5665696676658,536.775,471.98343033233414,601.5665696676658,536.775,471.98343033233414,536.775,612.8772727272727,,920.5,53186,60620,0.911566350843934,-0.009436144533001171
1986-08-01,ZSY00,507.5,511,474,494.5,-17,598.1548053040173,532.925,467.69519469598265,598.1548053040173,532.925,467.69519469598265,532.925,610.1636363636363,,920.5,37124,58135,0.08560580273251617,0.36131910652045146
1986-09-01,ZSY00,484.5,500.5,462,478.5,-16,590.2719690238762,527.175,464.0780309761237,590.2719690238762,527.175,464.0780309761237,527.175,607.6727272727272,,920.5,34516,59622,-0.9855815311660692,0.5154867064892912
1986-10-01,ZSY00,481,485.5,454,485.5,7,585.8135646950901,523.075,460.33643530490997,585.8135646950901,523.075,460.33643530490997,523.075,605.4181818181818,,920.5,56800,73325,-1.595230603201756,0.4690638449701036
1986-11-01,ZSY00,487,493.5,484,490.5,5,572.4969992317823,517.825,463.1530007682178,572.4969992317823,517.825,463.1530007682178,517.825,602.8090909090909,,920.5,52060,82192,-1.686735452606122,0.29343717481800663
1986-12-01,ZSY00,491.5,491.5,472,475.5,-15,559.6691513782257,512.225,464.7808486217743,559.6691513782257,512.225,464.7808486217743,512.225,600.3181818181819,,920.5,32924,81034,-1.8631452204828207,-0.012612657554178952
1987-01-01,ZSY00,473.5,484,469,482,6.5,551.0616534288764,508.15,465.2383465711236,551.0616534288764,508.15,465.2383465711236,508.15,598.2,,920.5,41414,74621,-1.6461389026705646,-0.3870268486845608
1987-02-01,ZSY00,481.5,482.5,463.5,465,-17,544.1934496567405,503.55,462.9065503432595,544.1934496567405,503.55,462.9065503432595,503.55,595.9909090909091,,920.5,38233,74994,-1.6813723981965722,-0.7852836302850474
1987-03-01,ZSY00,468,481.5,467.5,479,14,543.4385032132441,501.775,460.1114967867559,543.4385032132441,501.775,460.1114967867559,501.775,594.6909090909091,,920.5,32613,76949,-1.1536676297139508,-1.068299953829045
1987-04-01,ZSY00,481.5,516.5,478.5,516.5,37.5,544.2000891794536,502.15,460.09991082054637,544.2000891794536,502.15,460.09991082054637,502.15,594.9909090909091,,920.5,59390,89656,0.8227019176353139,-1.078173779741114
1987-05-01,ZSY00,517,552,516.5,534,17.5,548.2141899732044,504.25,460.2858100267957,548.2141899732044,504.25,460.2858100267957,504.25,595.3272727272728,,920.5,79371,94543,3.291917722371025,-0.7219168997812796
1987-06-01,ZSY00,536.5,580.5,515.5,525,-9,550.2626793671533,505.4,460.53732063284673,550.2626793671533,505.4,460.53732063284673,505.4,594.7636363636364,,920.5,79201,92177,4.934626999203523,-0.06411595196243604
1987-07-01,ZSY00,524,542,515.5,530.5,5.5,553.0490394994816,507.175,461.3009605005184,553.0490394994816,507.175,461.3009605005184,507.175,594.3909090909091,,920.5,68813,79299,5.973356824442121,0.7768382066646614
1987-08-01,ZSY00,518,518,493,493,-37.5,551.3425760250093,505.675,460.0074239749908,551.3425760250093,505.675,460.0074239749908,505.675,592.8818181818182,,920.5,38761,72852,5.290482793028261,1.552084678401815
1987-09-01,ZSY00,491.5,517,491.5,511,18,549.3414413776653,504.8,460.25855862233465,549.3414413776653,504.8,460.25855862233465,504.8,592.2181818181818,598.406875,920.5,45806,74761,4.609677347133875,2.2712871859147814
1987-10-01,ZSY00,519,519,495,515.5,4.5,547.8936100076473,504.225,460.55638999235265,547.8936100076473,504.225,460.55638999235265,504.225,590.4545454545455,599.455,920.5,72894,104916,4.014229203232418,2.900216975459557
1987-11-01,ZSY00,514.5,585,509.5,582,66.5,560.7779343012004,506.675,452.5720656987997,560.7779343012004,506.675,452.5720656987997,506.675,589.5909090909091,600.866875,920.5,73487,107444,5.058651121893639,3.6491084776918026
1987-12-01,ZSY00,590.5,590.5,561,587.5,5.5,572.5676454724836,509.175,445.78235452751636,572.5676454724836,509.175,445.78235452751636,509.175,589.4636363636364,602.34125,920.5,70164,117910,6.202244699359461,4.466432069811071
1988-01-01,ZSY00,596.5,614,587,591.5,4,585.4398782037048,512.675,439.91012179629513,585.4398782037048,512.675,439.91012179629513,512.675,589.4,603.734375,920.5,88718,118512,7.037367829183957,5.156950504427587
1988-02-01,ZSY00,592,620,581.5,618.5,27,604.3378479786534,518.35,432.3621520213467,604.3378479786534,518.35,432.3621520213467,518.35,588.3545454545455,605.2125,920.5,85049,123585,8.019103607499773,5.682193380553003
1988-03-01,ZSY00,617.5,634,588,633,14.5,623.7518719934338,524.425,425.09812800656607,623.7518719934338,524.425,425.09812800656607,524.425,583.9909090909091,606.719375,920.5,74504,121862,8.875856181703156,6.1201077341640735
1988-04-01,ZSY00,646.5,672,640.5,672,39,650.4637315896007,533.3,416.1362684103992,650.4637315896007,533.3,416.1362684103992,533.3,580.7545454545455,608.50125,920.5,96442,138515,9.907528050702815,6.557237870415261
1988-05-01,ZSY00,672,766,667.5,766,94,699.7605926772815,547.675,395.5894073227184,699.7605926772815,547.675,395.5894073227184,547.675,580.1,610.79625,920.5,120743,152694,11.392438447677172,7.235232943154029
1988-06-01,ZSY00,772,1004,772,938.5,172.5,795.8324887891753,570.325,344.8175112108248,795.8324887891753,570.325,344.8175112108248,570.325,582.9545454545455,613.9225,999,145002,169954,13.237830962952977,8.19391667824504
1988-07-01,ZSY00,943,953.5,707.5,750,-188.5,818.592243816068,583.3,348.0077561839319,818.592243816068,583.3,348.0077561839319,583.3,581.8727272727273,616.19125,999,111468,128962,10.51341156463969,8.91604805173474
1988-08-01,ZSY00,808,873.5,795.5,842,92,856.7331878341031,601.625,346.51681216589697,856.7331878341031,601.625,346.51681216589697,601.625,584,618.855,999,90678,114830,7.442466485502877,9.180916425469096
1988-09-01,ZSY00,854,874.5,784,793,-49,879.0448674914699,617.175,355.30513250853005,879.0448674914699,617.175,355.30513250853005,617.175,584.7545454545455,621.261875,999,86015,119790,3.9745587404664207,8.93339576336987
1988-10-01,ZSY00,797,809,741.5,759,-34,890.9172504148696,631.875,372.83274958513044,890.9172504148696,631.875,372.83274958513044,631.875,584.3636363636364,623.4075,999,99714,121480,0.49119288895462887,8.206042992233279
1988-11-01,ZSY00,761,781,704,745.5,-13.5,898.77570861579,645.2,391.6242913842101,898.77570861579,645.2,391.6242913842101,645.2,583.9272727272727,625.44,999,96399,111721,-2.4743915467814617,7.04009908620203
1988-12-01,ZSY00,736.5,789,736.5,789,43.5,912.559166993726,658.825,405.0908330062741,912.559166993726,658.825,405.0908330062741,658.825,583.0909090909091,627.665,999,90994,120709,-4.168892550505774,5.590682560401039
1989-01-01,ZSY00,786.5,802.5,730.5,759,-30,920.6054921561446,670.075,419.5445078438555,920.6054921561446,670.075,419.5445078438555,670.075,583.3909090909091,629.72375,999,99422,119699,-5.372263010272398,3.892927998070459
1989-02-01,ZSY00,754.5,758.5,715,758.5,-0.5,925.8293928212704,681.75,437.67060717872965,925.8293928212704,681.75,437.67060717872965,681.75,585.9636363636364,631.773125,999,89786,114468,-5.81628162852958,1.980847989603042
1989-03-01,ZSY00,746,778.5,723,723,-35.5,925.8300863171878,691.375,456.9199136828122,925.8300863171878,691.375,456.9199136828122,691.375,587.709090909091,633.62375,999,86549,115991,-5.922079450705063,-0.1480309452478513
1989-04-01,ZSY00,697.5,754.5,697.5,719,-4,918.8705769667824,702.675,486.4794230332174,918.8705769667824,702.675,486.4794230332174,702.675,590.1090909090909,635.489375,999,94394,102736,-5.816956232713146,-1.962516256064833
1989-05-01,ZSY00,732.5,753,691.5,698.5,-20.5,909.6470394515059,712.05,514.452960548494,909.6470394515059,712.05,514.452960548494,712.05,591.5818181818182,637.166875,999,83408,96802,-5.729983335887269,-3.426121791774849
1989-06-01,ZSY00,695,733,681,720.5,22,898.1187703289953,722.3,546.4812296710046,898.1187703289953,722.3,546.4812296710046,722.3,593.7727272727273,639.02625,999,81196,94452,-5.159826545547446,-4.441053490220835
1989-07-01,ZSY00,733,759,636.5,636.5,-84,893.6015330643622,725.025,556.4484669356377,893.6015330643622,725.025,556.4484669356377,725.025,594.9545454545455,640.334375,999,79546,83407,-5.627989157110363,-5.120962606450278
1989-08-01,ZSY00,625,625,573.5,600.5,-36,892.2133664504969,725.675,559.136633549503,892.2133664504969,725.675,559.136633549503,725.675,595.0818181818182,641.230625,999,55172,75925,-6.579693910921527,-5.577107313576952
1989-09-01,ZSY00,591,612,548.5,549,-51.5,897.7888877374967,723.55,549.3111122625032,897.7888877374967,723.55,549.3111122625032,723.55,594.7454545454545,641.565625,999,57071,80966,-7.777436597124236,-5.978056652090114
1989-10-01,ZSY00,558,558,528.5,547,-2,905.271917135715,719.975,534.6780828642851,905.271917135715,719.975,534.6780828642851,719.975,593.8636363636364,641.055625,999,72921,100793,-8.528459254688421,-6.328745123691895
1989-11-01,ZSY00,551.5,578.5,551.5,571.5,24.5,909.75528253071,716.9,524.0447174692899,909.75528253071,716.9,524.0447174692899,716.9,593.5727272727273,641.193125,999,61849,96432,-8.217635481384505,-6.595562218453553
1989-12-01,ZSY00,564.5,577,557,561.5,-10,915.0848119875427,711.375,507.6651880124573,915.0848119875427,711.375,507.6651880124573,711.375,593.5363636363636,640.2075,999,57864,98672,-7.49811061038119,-6.7706767917509
1990-01-01,ZSY00,556,566,548,551.5,-10,914.0810427280906,700.65,487.2189572719094,914.0810427280906,700.65,487.2189572719094,700.65,593.4363636363636,637.18,999,59598,95718,-6.6513435376455945,-6.86338649229895
1990-02-01,ZSY00,548.5,566,548.5,560.5,9,873.4212028448718,681.75,490.0787971551282,873.4212028448718,681.75,490.0787971551282,681.75,594.2727272727273,635.4325,999,56274,99366,-5.50088503435699,-6.837931125462252
1990-03-01,ZSY00,561,585.5,561,572,11.5,867.5251396557866,672.85,478.17486034421347,867.5251396557866,672.85,478.17486034421347,672.85,595.4181818181818,633.7925,999,75142,111395,-3.9655878993796563,-6.705237942554721
1990-04-01,ZSY00,565,618.5,565,617,45,841.304368338669,661.6,481.8956316613311,841.304368338669,661.6,481.8956316613311,661.6,597.6909090909091,633.1275,999,88448,123005,-1.6196181508714318,-6.25986338630595
1990-05-01,ZSY00,611,631,583.5,590.5,-26.5,823.0601027915885,651.475,479.8898972084115,823.0601027915885,651.475,479.8898972084115,651.475,599.3,632.98,999,102364,131172,0.04939091082426472,-5.523298406111973
1990-06-01,ZSY00,586,615.5,576,615.5,25,809.1697667857876,644.3,479.4302332142123,809.1697667857876,644.3,479.4302332142123,644.3,601.4909090909091,633.3775,999,99227,118009,1.5638784390540508,-4.485374513203275
1990-07-01,ZSY00,638,641,583.5,598,-17.5,796.1259029497006,636.925,477.7240970502993,796.1259029497006,636.925,477.7240970502993,636.925,602.8545454545455,633.379375,999,98819,96789,2.276282564436528,-3.284847644411614
1990-08-01,ZSY00,589,631,585,602,4,771.1501632421151,627.575,483.99983675788496,771.1501632421151,627.575,483.99983675788496,627.575,604.1909090909091,633.51125,999,78744,91706,2.587812111406876,-2.0842423563236827
1990-09-01,ZSY00,611,627.5,595,598.5,-3.5,750.2052333433298,619.55,488.89476665667,750.2052333433298,619.55,488.89476665667,619.55,605.4909090909091,633.30875,999,67668,97929,2.522989411340909,-0.9707867983545605
1990-10-01,ZSY00,585,616.5,578,580,-18.5,725.5318644598747,610.625,495.7181355401254,725.5318644598747,610.625,495.7181355401254,610.625,606.3454545454546,633.154375,999,98428,119840,1.850036970796637,-0.026188964083201444
1990-11-01,ZSY00,584,585,551,580,0,706.7273486415685,603.475,500.22265135843156,706.7273486415685,603.475,500.22265135843156,603.475,607.1181818181818,633.01125,999,81879,125135,1.024122359009489,0.6988118574019629
1990-12-01,ZSY00,592,592,555,557,-23,685.7153979402349,595.375,505.0346020597651,685.7153979402349,595.375,505.0346020597651,595.375,607.7636363636364,633.091875,999,65508,123551,-0.20837371113001524,1.1162801005408118
1991-01-01,ZSY00,552.5,578,546.5,560.5,3.5,666.4958145304829,588.475,510.4541854695172,666.4958145304829,588.475,510.4541854695172,588.475,608.7727272727273,633.18625,999,67734,109311,-1.136265534704016,1.1699859467816358
1991-02-01,ZSY00,561,574,561,574,13.5,630.4289001500642,581.15,531.8710998499357,630.4289001500642,581.15,531.8710998499357,581.15,609.9090909090909,633.24125,999,65348,110396,-1.3522240299128185,1.0142509533664044
1991-03-01,ZSY00,584,594.5,560.5,568,-6,620.1908392122422,577.725,535.2591607877579,620.1908392122422,577.725,535.2591607877579,577.725,611.2454545454545,631.63125,999,71543,110318,-1.3553328579166006,0.6898941425918876
1991-04-01,ZSY00,590,591,575,576,8,617.660660830458,576.5,535.339339169542,617.660660830458,576.5,535.339339169542,576.5,613.0181818181818,630.86625,999,73452,106994,-0.983222445635036,0.3277269192506027
1991-05-01,ZSY00,582,583.5,564,578,2,617.1289484289714,577.95,538.7710515710287,617.1289484289714,577.95,538.7710515710287,577.95,614.7,629.44125,999,62212,102369,-0.4470272596757283,-0.009477455314131097
1991-06-01,ZSY00,581,581,526.5,526.5,-51.5,620.1526242696727,576.925,533.6973757303272,620.1526242696727,576.925,533.6973757303272,576.925,615.3545454545455,628.045625,999,76920,103361,-1.1360813405953678,-0.4160408721959396
1991-07-01,ZSY00,531.5,573,518,573,46.5,620.1949071072042,577,533.8050928927958,620.1949071072042,577,533.8050928927958,577,617.1272727272727,627.0975,999,90204,91449,-0.6191447169558515,-0.6903943930573272
1991-08-01,ZSY00,602.5,625.5,528.5,576.5,3.5,620.3592712915863,577.75,535.1407287084137,620.3592712915863,577.75,535.1407287084137,577.75,618.8454545454546,626.506875,999,85741,86119,0.26256070214574834,-0.7750123549310762
1991-09-01,ZSY00,573,604.5,568,577,0.5,619.90711711739,579.025,538.1428828826099,619.90711711739,579.025,538.1428828826099,579.025,620.8818181818182,626.401875,999,66227,98049,1.0190740966859977,-0.6386292651737414
1991-10-01,ZSY00,578,578,528,556,-21,620.1344892311492,578.8,537.4655107688507,620.1344892311492,578.8,537.4655107688507,578.8,622.2818181818182,626.69375,999,76182,114206,0.9681817714908476,-0.40480178670764544
1991-11-01,ZSY00,566,566,543,553.5,-2.5,620.5819959140185,577.875,535.1680040859815,620.5819959140185,577.875,535.1680040859815,577.875,622.9545454545455,626.42625,999,57114,112407,0.6058152278043849,-0.18724186918351174
1991-12-01,ZSY00,561,563,541.5,551.5,-2,614.7741210233653,574.6,534.4258789766347,614.7741210233653,574.6,534.4258789766347,574.6,623.2727272727273,626.4375,999,58954,112781,0.14931592140353445,-0.020058671481274517
1992-01-01,ZSY00,545,573,545,564.5,13,613.0119629331011,573.3,533.5880370668988,613.0119629331011,573.3,533.5880370668988,573.3,623.9909090909091,626.74,999,73134,114871,0.2385534800409843,0.1156942091493944
1992-02-01,ZSY00,570,577,560.5,577,12.5,606.1426214314411,571.375,536.6073785685589,606.1426214314411,571.375,536.6073785685589,571.375,624.8363636363637,627.091875,999,77734,118317,0.912253341646128,0.26672538707404514
1992-03-01,ZSY00,579.5,587.5,574,580.5,3.5,603.3724808920775,570.5,537.6275191079225,603.3724808920775,570.5,537.6275191079225,570.5,626.4272727272727,627.11125,999,62537,132638,1.5738805964797535,0.5678322689712808
1992-04-01,ZSY00,570.5,581,562.5,572.5,-8,598.59267660808,569.025,539.45732339192,598.59267660808,569.025,539.45732339192,569.025,627.5454545454545,627.240625,999,53209,109631,1.784696579826722,0.8349257463915668
1992-05-01,ZSY00,583,609.5,583,605,32.5,600.316271974521,569.35,538.3837280254791,600.316271974521,569.35,538.3837280254791,569.35,629.1727272727272,627.49625,999,89384,121398,2.8884256341801944,1.1266885166176164
1992-06-01,ZSY00,614,619.5,586.5,589.5,-15.5,601.7080284007025,569.825,537.9419715992976,601.7080284007025,569.825,537.9419715992976,569.825,629.3090909090909,628.13875,999,95866,137895,3.4040654560310983,1.3916875565448497
1992-07-01,ZSY00,595,595,550,551,-38.5,600.9063310517722,568.375,535.8436689482278,600.9063310517722,568.375,535.8436689482278,568.375,628.6454545454545,628.49375,999,84835,116208,2.3208318897643423,1.5419820141307936
1992-08-01,ZSY00,550,564.5,530.5,548,-3,601.3110375007277,567.925,534.5389624992722,601.3110375007277,567.925,534.5389624992722,567.925,627.8545454545455,629.004375,999,60084,106829,0.7982512167784108,1.5633637906834632
1992-09-01,ZSY00,550,554.5,524.5,527,-21,604.0302858644558,566.25,528.4697141355442,604.0302858644558,566.25,528.4697141355442,566.25,626.1909090909091,629.33125,999,54491,104114,-1.1769864086337307,1.415996865123767
1992-10-01,ZSY00,517,530,511.5,530,3,604.7782457270135,564.05,523.3217542729864,604.7782457270135,564.05,523.3217542729864,564.05,624.3181818181819,629.62625,999,78852,125734,-2.728143874112945,1.0863638257733303
1992-11-01,ZSY00,535,557.5,526.5,555,25,604.2700379251108,563.4,522.5299620748891,604.2700379251108,563.4,522.5299620748891,563.4,622.1909090909091,630.11125,999,61312,118877,-2.770944105680222,0.6771196649592915
1992-12-01,ZSY00,550.5,564,549,555.5,0.5,602.9568617118534,562.375,521.7931382881466,602.9568617118534,562.375,521.7931382881466,562.375,618.3636363636364,630.52875,999,60484,114261,-2.2236271636606233,0.25517435827702745
1993-01-01,ZSY00,553,574,553,563,7.5,601.573560674948,561.625,521.676439325052,601.573560674948,561.625,521.676439325052,561.625,611.5363636363636,630.48375,999,318864,583139,-1.2642569740501628,-0.08359825882040421
1993-02-01,ZSY00,562.5,568,554,568,5,600.3065567897338,563.7,527.0934432102663,600.3065567897338,563.7,527.0934432102663,563.7,608.2272727272727,630.03875,999,291512,551260,-0.01131943910068145,-0.40579215585161266
1993-03-01,ZSY00,572,578.5,563.5,576.25,8.25,600.6610988184333,563.8625,527.0639011815666,600.6610988184333,563.8625,527.0639011815666,563.8625,603.3954545454545,629.961875,999,192434,400699,1.4787930557260225,-0.6197113114410655
1993-04-01,ZSY00,581.5,590.5,576.5,580,3.75,601.1071219969938,564.0375,526.9678780030063,601.1071219969938,564.0375,526.9678780030063,564.0375,599.5227272727273,629.59375,999,72448,138155,2.7911050252435885,-0.5674587408322603
1993-05-01,ZSY00,582,599.5,582,595.5,15.5,604.1429399541404,564.9625,525.7820600458596,604.1429399541404,564.9625,525.7820600458596,564.9625,596.55,629.51125,999,77192,137732,4.222727520359648,-0.1869613737676785
1993-06-01,ZSY00,575.5,625,570.5,625,29.5,615.234843758082,568.4125,521.5901562419181,615.234843758082,568.4125,521.5901562419181,568.4125,594.3590909090909,629.31625,999,116994,142721,6.061373273218834,0.6173008131048286
1993-07-01,ZSY00,642.5,719,642.5,671.5,46.5,638.6088597336584,574.3125,510.01614026634167,638.6088597336584,574.3125,510.01614026634167,574.3125,592.2227272727273,629.34875,999,156460,200020,8.385540579627133,1.8521546412981706
1993-08-01,ZSY00,691,692,642.5,656,-15.5,652.0309953978631,579.5375,507.0440046021369,652.0309953978631,579.5375,507.0440046021369,579.5375,590.35,629.120625,999,107219,183414,9.34886463789325,3.1988000572507787
1993-09-01,ZSY00,647,654,608,608.5,-47.5,654.9391862852216,581.7375,508.5358137147783,654.9391862852216,581.7375,508.5358137147783,581.7375,587.6227272727273,628.625,999,87873,163521,7.593370077367702,4.289577528476148
1993-10-01,ZSY00,596,599.5,579.5,597,-11.5,656.1989652385861,582.7375,509.2760347614138,656.1989652385861,582.7375,509.2760347614138,582.7375,585.3318181818182,627.796875,999,91637,159633,4.766853641887266,4.9597009302469734
1993-11-01,ZSY00,597,674,597,659.5,62.5,667.3824309126663,586.6875,505.9925690873336,667.3824309126663,586.6875,505.9925690873336,586.6875,584.25,626.69125,999,112979,161134,3.513805331983775,5.3513814603674685
1993-12-01,ZSY00,659.5,696.5,659.5,696.5,37,686.318821702093,592.8875,499.456178297907,686.318821702093,592.8875,499.456178297907,592.8875,584.2136363636364,625.25875,999,89665,168694,3.481055908542942,5.5738551106804595
1994-01-01,ZSY00,696.5,707,675,677,-19.5,696.8030614797624,596.4875,496.1719385202375,696.8030614797624,596.4875,496.1719385202375,596.4875,583.4227272727272,623.88875,999,108026,177636,3.0084562000706825,5.5980052412168035
1994-02-01,ZSY00,678,678,665,673,-4,706.2776356340559,600.6625,495.04736436594425,706.2776356340559,600.6625,495.04736436594425,600.6625,584.0863636363637,623.47875,999,94578,167217,2.2490010871015897,5.37870230418813
1994-03-01,ZSY00,673,689,659,673,0,714.2752288975589,606.7625,499.2497711024411,714.2752288975589,606.7625,499.2497711024411,606.7625,585.4045454545454,623.88875,999,79184,156190,1.5577397379692783,4.878298578049291
1994-04-01,ZSY00,646,672.5,646,672.5,-0.5,720.5870440278443,612.9875,505.3879559721557,720.5870440278443,612.9875,505.3879559721557,612.9875,587.65,624.588125,999,96768,147569,1.1590881994382372,4.07535942469497
1994-05-01,ZSY00,664.5,723.5,653,694.5,22,726.9427390364788,621.3625,515.7822609635211,726.9427390364788,621.3625,515.7822609635211,621.3625,590.3318181818182,625.514375,999,110243,145774,1.5036337444289813,3.2036671031989394
1994-06-01,ZSY00,693.5,700.5,649,649,-45.5,724.7235972887586,627.3125,529.9014027112414,724.7235972887586,627.3125,529.9014027112414,627.3125,591.7409090909091,626.13,999,108825,150203,0.32873840557606115,2.3964858063332013
1994-07-01,ZSY00,632,632,559,566,-83,723.746476111757,627.8625,531.9785238882429,723.746476111757,627.8625,531.9785238882429,627.8625,591.8227272727273,626.090625,999,89135,131956,-3.11328417675459,1.5209149375952176
1994-08-01,ZSY00,562,570.5,540,540,-26,725.5153003157644,627.0875,528.6596996842355,725.5153003157644,627.0875,528.6596996842355,627.0875,591.6136363636364,625.855625,999,59671,121008,-6.813715856508786,0.37341258331826627
