"Symbol: ZSY00",,,,,,,"Study: BBANDS (20, 2, 0, ...)",,,"Study: BBANDS (20, 2, 0, ...)",,,"Study: MA (20, Close, 0)","Study: MA (55, Close, 0)","Study: MA (200, Close, 0)","Study: TCHRE (100, Long, 5, ...)","Study: VOL (LikeMain)",,"Study: DOSC (14, 5, 3, ...)",
"Date Time","Symbol","Open","High","Low","Close","Change","Bollinger-Upper","Bollinger-Mid","Bollinger-Lower","Bollinger-Upper","Bollinger-Mid","Bollinger-Lower","MA-Simple","MA-Simple","MA-Simple","TurtleChnRetrace","Volume","Open Interest","Derivative Oscillator","Derivative Oscillator Signal"
1994-09-01,ZSY00,561,566,513.5,513.5,-26.5,731.4886520405745,624.6125,517.7363479594254,731.4886520405745,624.6125,517.7363479594254,624.6125,590.7590909090909,625.68375,999,59224,126941,-9.892445756352274,-1.1125320461145354
1994-10-01,ZSY00,514,528,500,522.5,9,735.6786084955498,622.3375,508.9963915044501,735.6786084955498,622.3375,508.9963915044501,622.3375,589.8590909090909,625.461875,999,130396,132866,-11.49824868939433,-2.7243881449439815
1994-11-01,ZSY00,525,561,525,551,28.5,736.9750754960928,621.075,505.1749245039073,736.9750754960928,621.075,505.1749245039073,621.075,588.6590909090909,624.86875,999,78450,137176,-11.114799519973928,-4.209254879063483
1994-12-01,ZSY00,543.5,560,543.5,545.5,-5.5,738.6220000670736,619.35,500.07799993292645,738.6220000670736,619.35,500.07799993292645,619.35,587.8409090909091,624.13,999,60978,136267,-9.890512816840598,-5.4812829407090256
1995-01-01,ZSY00,542,548.5,540,540,-5.5,740.4318831353349,616.575,492.71811686466515,740.4318831353349,616.575,492.71811686466515,616.575,586.4681818181818,623.205,999,58466,138340,-8.34134433988796,-6.536886556189714
1995-02-01,ZSY00,539,550.5,539,547,7,740.0862534276309,612.675,485.263746572369,740.0862534276309,612.675,485.263746572369,612.675,585.540909090909,622.53,999,60205,138794,-6.293781789130037,-7.403266059918494
1995-03-01,ZSY00,546,570,546,560,13,733.4810112319094,607.1,480.71898876809064,733.4810112319094,607.1,480.71898876809064,607.1,584.7772727272727,622.131875,999,69509,137834,-3.8061744574699006,-7.862700822479155
1995-04-01,ZSY00,568,578.5,553,558.5,-1.5,728.206139461429,602.225,476.24386053857114,728.206139461429,602.225,476.24386053857114,602.225,584.05,621.64625,999,71520,131380,-1.6932857402004942,-7.704923218417591
1995-05-01,ZSY00,568,585,550,563.5,5,727.0302930813982,599.975,472.9197069186018,727.0302930813982,599.975,472.9197069186018,599.975,583.75,621.25875,999,85131,133451,-0.01340711644704129,-6.94933335841073
1995-06-01,ZSY00,571.5,595.5,559.5,568.5,5,726.3439356933653,598.55,470.7560643066346,726.3439356933653,598.55,470.7560643066346,598.55,583.540909090909,620.598125,999,95530,143120,1.2177057731003131,-5.714872077360442
1995-07-01,ZSY00,579.5,634.5,579.5,591.5,23,719.8576982387214,595.15,470.44230176127854,719.8576982387214,595.15,470.44230176127854,595.15,584.1681818181818,620.190625,999,119620,143656,2.6573949074689622,-4.142022788820076
1995-08-01,ZSY00,594,601,575,601,9.5,706.1907480656237,590.375,474.5592519343764,706.1907480656237,590.375,474.5592519343764,590.375,584.9045454545454,619.8325,999,68975,129784,4.03602264369249,-2.4585981039682516
1995-09-01,ZSY00,605.5,640.5,602,624.5,23.5,697.8311064624625,587.75,477.66889353753754,697.8311064624625,587.75,477.66889353753754,587.75,585.8227272727273,619.49,999,79991,144401,5.6014850448215014,-0.7372650082280185
1995-10-01,ZSY00,616,667,615,667,42.5,696.6291646789808,587.45,478.27083532101926,696.6291646789808,587.45,478.27083532101926,587.45,587.6227272727273,619.13875,999,102535,167200,7.625832024118793,1.036865698883843
1995-11-01,ZSY00,679,680,662.5,677.5,10.5,697.5746246581397,587.675,477.7753753418602,697.5746246581397,587.675,477.7753753418602,587.675,589.4681818181818,618.74,999,79447,174863,9.254488020350543,2.764451233270574
1995-12-01,ZSY00,682.5,728.5,682.5,725.5,48,710.3663574565034,590.325,470.28364254349674,710.3663574565034,590.325,470.28364254349674,590.325,592.15,618.8325,999,113898,193945,10.910519422817877,4.399639442191439
1996-01-01,ZSY00,740.5,747.5,712,728,2.5,718.5665832674645,592,465.4334167325356,718.5665832674645,592,465.4334167325356,592,595.8136363636364,618.8475,999,118363,198721,11.830513946407663,5.902283851814567
1996-02-01,ZSY00,729,729.5,705,725.5,-2.5,733.2121445951186,595.825,458.43785540488153,733.2121445951186,595.825,458.43785540488153,595.825,598.5863636363637,618.796875,999,112828,199150,11.754042297559756,7.209778231148657
1996-03-01,ZSY00,719,736.5,698.5,736.5,11,753.8976847029068,604.35,454.8023152970933,753.8976847029068,604.35,454.8023152970933,604.35,601.4954545454545,618.93125,999,109802,192401,11.089334469323447,8.306625864062337
1996-04-01,ZSY00,747,807.5,742.5,771.5,35,778.9839693945107,615.925,452.8660306054892,778.9839693945107,615.925,452.8660306054892,615.925,605.0318181818182,619.180625,999,160292,207311,10.48655807403346,9.176532882569505
1996-05-01,ZSY00,798.5,811,759.5,772.5,1,798.3518051976434,628.875,459.3981948023565,798.3518051976434,628.875,459.3981948023565,628.875,608.9681818181818,619.556875,999,104486,192130,9.600942890513878,9.794857354438548
1996-06-01,ZSY00,749.5,780,748.5,766,-6.5,813.1749255628016,641.05,468.9250744371983,813.1749255628016,641.05,468.9250744371983,641.05,612.8318181818182,620.331875,999,98948,179548,8.117109888771822,10.074371225988582
1996-07-01,ZSY00,776.5,835,758,763,-3,826.3786753798586,651.65,476.9213246201414,826.3786753798586,651.65,476.9213246201414,651.65,616.6772727272727,620.8675,999,117812,180817,6.356666450184065,9.933352828884724
1996-08-01,ZSY00,776,819,764.5,807.5,44.5,844.8831452009874,664.75,484.61685479901263,844.8831452009874,664.75,484.61685479901263,664.75,621.0954545454546,621.82375,999,90642,182404,5.370463525421997,9.50179455167044
1996-09-01,ZSY00,809,831,748,748,-59.5,849.1870937472813,675.15,501.11290625271863,849.1870937472813,675.15,501.11290625271863,675.15,624.2045454545455,622.32375,999,105019,196355,2.3246338594776716,8.547807266854862
1996-10-01,ZSY00,738.5,738.5,661,661,-87,844.9064232207932,680.85,516.7935767792069,844.9064232207932,680.85,516.7935767792069,680.85,625.6681818181818,622.5025,948.5,146634,179088,-2.957001284357389,6.904750018992079
1996-11-01,ZSY00,657.5,712,657.5,709.5,48.5,843.0319083783914,688.325,533.6180916216086,843.0319083783914,688.325,533.6180916216086,688.325,628.1590909090909,623.215,869.5,99972,155928,-6.648002417315396,4.86007838400595
1996-12-01,ZSY00,699.5,704,679,688,-21.5,837.613304702328,694.8,551.9866952976719,837.613304702328,694.8,551.9866952976719,694.8,629.6681818181818,623.721875,869.5,90369,153039,-9.297966224540225,2.5948227513544313
1997-01-01,ZSY00,694,742,688,731.5,43.5,833.3339310095565,703.2,573.0660689904436,833.3339310095565,703.2,573.0660689904436,703.2,632.25,624.375,830,102223,157771,-9.870184414576755,0.3329624748421851
1997-02-01,ZSY00,730,781.5,722.5,781,49.5,832.4210686532231,713.825,595.228931346777,832.4210686532231,713.825,595.228931346777,713.825,636.4318181818181,625.01,830,132016,176241,-8.4986786700277,-1.6781065874402126
1997-03-01,ZSY00,793.5,841,789.5,838,57,842.5484965538644,726.15,609.7515034461355,842.5484965538644,726.15,609.7515034461355,726.15,641.7045454545455,625.456875,836,143377,189462,-5.727526550905566,-3.2163995251821444
1997-04-01,ZSY00,855.5,875,813.5,875,37,858.5791455372269,739.85,621.1208544627732,858.5791455372269,739.85,621.1208544627732,739.85,648.0318181818182,625.9825,870,144450,188682,-2.4093003037087755,-4.190395831170238
1997-05-01,ZSY00,866.5,882.5,829.5,877.5,2.5,873.2679593269672,752.5,631.7320406730328,873.2679593269672,752.5,631.7320406730328,752.5,654.35,626.51,877.5,132485,186792,0.7315971769279628,-4.705825425447353
1997-06-01,ZSY00,868.5,868.5,759.5,759.5,-118,871.3488482104328,757.125,642.9011517895672,871.3488482104328,757.125,642.9011517895672,757.125,658.0681818181819,626.0025,877.5,128798,159840,0.7526504590077394,-4.88049024772179
1997-07-01,ZSY00,720,793.5,700,742,-17.5,868.9004951623898,760.35,651.7995048376102,868.9004951623898,760.35,651.7995048376102,760.35,661.459090909091,625.2475,877.5,110674,141658,-0.666935656401634,-4.626038511282261
1997-08-01,ZSY00,737.5,748,691,691,-51,870.3849548138778,758.625,646.8650451861222,870.3849548138778,758.625,646.8650451861222,758.625,663.7863636363636,624.848125,877.5,79491,133813,-3.0540711198576034,-4.226712811564728
1997-09-01,ZSY00,701,748,611.5,611.5,-79.5,881.2372998781896,752.8,624.3627001218103,881.2372998781896,752.8,624.3627001218103,752.8,664.5772727272728,624.439375,877.5,78398,150789,-6.273243012402901,-3.8906324546605813
1997-10-01,ZSY00,609,704.5,609,683.5,72,882.1912164366884,750.7,619.2087835633117,882.1912164366884,750.7,619.2087835633117,750.7,666.5272727272727,624.231875,877.5,129672,171532,-7.804464230102454,-3.6611079897189924
1997-11-01,ZSY00,709,730,701,712,28.5,881.9255473752373,749.475,617.0244526247627,881.9255473752373,749.475,617.0244526247627,749.475,668.9272727272727,623.94375,877.5,106387,148760,-7.852450276309561,-3.589304834861421
1997-12-01,ZSY00,712,712,666,666,-46,881.0518907432411,744.2,607.348109256759,881.0518907432411,744.2,607.348109256759,744.2,670.209090909091,623.400625,877.5,93819,149798,-7.676503961161643,-3.80585788044543
1998-01-01,ZSY00,657,675,656,667,1,879.0996321557506,738.925,598.7503678442494,879.0996321557506,738.925,598.7503678442494,738.925,670.9727272727273,622.98625,877.5,86928,135160,-7.002316377478223,-4.316192999753146
1998-02-01,ZSY00,671,685,644,647.5,-19.5,878.0296521405191,733,587.9703478594809,878.0296521405191,733,587.9703478594809,733,670.5363636363636,622.840625,877.5,103867,143429,-6.09216781076946,-5.074389109497305
1998-03-01,ZSY00,646,664.5,639,639,-8.5,876.6900930682211,726.8,576.9099069317788,876.6900930682211,726.8,576.9099069317788,726.8,670.2272727272727,622.409375,877.5,85189,147900,-5.198148763055464,-5.735589023059883
1998-04-01,ZSY00,637,644,622,634.5,-4.5,868.3801900418155,718.15,567.9198099581845,868.3801900418155,718.15,567.9198099581845,718.15,670.7,622.32875,877.5,105297,152694,-4.3719954557345275,-6.147262334096871
1998-05-01,ZSY00,638,653.5,617,618.5,-16,867.2681473426769,711.675,556.081852657323,867.2681473426769,711.675,556.081852657323,711.675,671.0909090909091,622.30625,877.5,98436,144144,-3.875898612101416,-6.238576499901739
1998-06-01,ZSY00,620.5,662.5,603,627.5,9,868.4345290648475,710,551.5654709351525,868.4345290648475,710,551.5654709351525,710,670.5090909090909,622.305625,877.5,125032,149512,-3.418132978606117,-5.921342051702096
1998-07-01,ZSY00,628.5,650,579,579,-48.5,871.8892140675781,703.475,535.0607859324219,871.8892140675781,703.475,535.0607859324219,703.475,668.3727272727273,622.0375,877.5,116933,133531,-3.668711004024928,-5.46181391547126
1998-08-01,ZSY00,566,566,515.5,515.5,-63.5,882.1593964541021,694.85,507.5406035458979,882.1593964541021,694.85,507.5406035458979,694.85,665.4363636363636,621.5875,877.5,83820,140058,-4.653692617038182,-5.10639639777444
1998-09-01,ZSY00,525,532,503,507,-8.5,887.0203969488986,683.625,480.22960305110144,887.0203969488986,683.625,480.22960305110144,683.625,662.4181818181818,620.90375,877.5,81524,158393,-5.57176408697611,-4.872536411753825
1998-10-01,ZSY00,488,538.5,488,536,29,879.2973112126258,671.375,463.4526887873742,879.2973112126258,671.375,463.4526887873742,671.375,659.9272727272727,620.50625,877.5,114968,163757,-5.396473757990677,-4.694109454032986
1998-11-01,ZSY00,534,579.5,531.5,579.5,43.5,855.1703344852789,658.45,461.7296655147212,855.1703344852789,658.45,461.7296655147212,658.45,658.2363636363636,620.35625,877.5,86357,143713,-3.8414747271668475,-4.444032444743808
1998-12-01,ZSY00,568,585.5,526,526,-53.5,818.7939819004007,641,463.2060180995993,818.7939819004007,641,463.2060180995993,641,655.1727272727272,619.81625,877.5,93983,146503,-2.7876529319063366,-4.176199574616127
1999-01-01,ZSY00,532,542,496.5,496.5,-29.5,774.0969355590181,621.95,469.803064440982,774.0969355590181,621.95,469.803064440982,621.95,652.4,619.23625,877.5,92110,152805,-2.336075158859103,-3.949986208296635
1999-02-01,ZSY00,497,503.5,437,437,-59.5,764.4627240759587,605.825,447.1872759240414,764.4627240759587,605.825,447.1872759240414,605.825,650.0545454545454,618.42875,877.5,107697,166072,-2.6832510962395375,-3.8174698176453155
1999-03-01,ZSY00,442,480,442,461,24,749.453303834104,591.775,434.096696165896,749.453303834104,591.775,434.096696165896,591.775,648.6181818181818,617.80125,877.5,104534,162690,-2.522654501631095,-3.717972209092535
1999-04-01,ZSY00,463.5,476,456,462,1,740.7532627843361,580.325,419.89673721566396,740.7532627843361,580.325,419.89673721566396,580.325,647.6818181818181,617.35875,877.5,94983,166657,-2.1391496459758628,-3.5480209470870836
1999-05-01,ZSY00,465.5,465.5,435,443.5,-18.5,742.2330370974898,571.925,401.61696290251007,742.2330370974898,571.925,401.61696290251007,571.925,646.2454545454545,617.07625,877.5,82359,164777,-2.0019014661293326,-3.253377485874989
1999-06-01,ZSY00,439.5,456.5,426,426.5,-17,732.523054183378,559.075,385.62694581662214,732.523054183378,559.075,385.62694581662214,559.075,643.9818181818182,616.63125,877.5,104500,163663,-2.190892867233387,-2.877725128125798
1999-07-01,ZSY00,422,448,387.5,407.5,-19,714.363371909654,543.85,373.336628090346,714.363371909654,543.85,373.336628090346,543.85,641.4727272727273,615.88875,877.5,143092,157432,-2.590777871338588,-2.56598114072001
1999-08-01,ZSY00,435.5,466,420.5,458,50.5,698.168213929122,533.45,368.73178607087806,698.168213929122,533.45,368.73178607087806,533.45,639.9818181818182,615.42375,877.5,106461,134102,-1.5645740383697913,-2.312992175298115
1999-09-01,ZSY00,464,493.5,448.5,459.5,1.5,678.7288708159872,523.075,367.42112918401295,678.7288708159872,523.075,367.42112918401295,523.075,638.3909090909091,614.84125,877.5,85997,146087,-0.21460684905083127,-2.027098166091948
1999-10-01,ZSY00,448,466,435,443.5,-16,661.1385744206917,512.875,364.6114255793083,661.1385744206917,512.875,364.6114255793083,512.875,636.2727272727273,614.32125,877.5,110343,174583,0.7199659257938009,-1.6875380455749582
1999-11-01,ZSY00,442,460.5,440.5,460.5,17,641.9014044872324,503.95,365.99859551276757,641.9014044872324,503.95,365.99859551276757,503.95,634.4909090909091,613.56125,877.5,79941,164306,1.6654891531978606,-1.2043446845263586
1999-12-01,ZSY00,459.5,465.5,435.5,447.5,-13,620.7331042985941,494.6,368.466895701406,620.7331042985941,494.6,368.466895701406,494.6,632.3818181818182,612.65125,877.5,83073,153693,2.145199779103315,-0.6856942088892019
2000-01-01,ZSY00,444.5,504,444.5,487.5,40,600.6456926351981,488.05,375.45430736480193,600.6456926351981,488.05,375.45430736480193,488.05,630.9090909090909,612.11625,877.5,107189,149468,3.278191193846382,-0.08376744890895241
2000-02-01,ZSY00,488.5,496.5,481,485,-2.5,573.5928342252586,480.925,388.25716577474145,573.5928342252586,480.925,388.25716577474145,480.925,628.9727272727273,611.56625,877.5,109927,172493,4.173934337563132,0.6024365292790992
2000-03-01,ZSY00,480,517,480,517,32,560.8034761248362,477.825,394.8465238751638,560.8034761248362,477.825,394.8465238751638,477.825,627.4454545454546,610.77125,877.5,103619,174464,5.328719634891527,1.4379490295152009
2000-04-01,ZSY00,517.5,520.5,503,509,-8,559.9348227389372,477.5,395.0651772610628,559.9348227389372,477.5,395.0651772610628,477.5,625.3454545454546,608.95125,877.5,113587,195189,5.850096562678104,2.3758239666281664
